WageEUR,log ReleaseClause,augmented IntReputation,log Overall,log HeadingAccuracy,log Acceleration,log Strength,log ShootingTotal,log DefendingTotal,log Age under 30,log Age above 30
195000,46.049200609046956,35,9.0217190130337,4.2484952420493585,4.465908118654584,4.219507705176107,4.48863636973214,3.526360524616161,0.0,0.7954545454545455
450000,46.73058356713078,28,9.0217190130337,4.499809670330265,4.3694478524670215,4.406719247264253,4.477336814478206,3.6635616461296463,0.0,0.7727272727272727
420000,47.41041787489476,35,9.0217190130337,4.51085950651685,4.330733340286331,4.465908118654584,4.51085950651685,3.784189633918261,0.0,0.75
350000,47.7707818595605,28,9.0217190130337,4.007333185232471,4.330733340286331,4.304065093204169,4.477336814478206,4.1588830833596715,0.0,0.7045454545454546
230000,49.30013658260388,28,9.0217190130337,4.276666119016055,4.574710978503383,4.330733340286331,4.48863636973214,3.58351893845611,0.7931034482758621,0.0
